Index,Review,Sentence,Fit,Size,Material,Comfortability,Quality,Price,Color,General
9434,"These are my favorite workout shirts, especially for the price. I have purchased several different colors, both crew and v-neck, and they have all fit the same.","These are my favorite workout shirts, especially for the price.",0,0,0,0,0,1,0,0
9435,,"I have purchased several different colors, both crew and v neck, and they have all fit the same.",1,0,0,0,0,0,1,0
9436,"Great shirt - I own 5 of these now - have been picking them up when theyre on sale. Usually wear them at least once/week. Wash, hang dry and they still look like new. Some are 3 years old.",Great shirt   I own 5 of these now   have been picking them up when theyre on sale.,0,0,0,0,0,0,0,1
9437,,Usually wear them at least once week.,0,0,0,0,0,0,0,1
9438,,"Wash, hang dry and they still look like new.",0,0,1,0,1,0,0,0
9439,,Some are 3 years old.,0,0,0,0,0,0,0,1
9440,Me and my son absolutely love this hoodie good quality does run a little small but I read the reviews first so I ordered a size up,Me and my son absolutely love this hoodie good quality does run a little small but I read the reviews first so I ordered a size up,0,1,0,0,1,0,0,0
9441,"Slide sandals were too small. Also, MSR price was on a printed tag in the shoebox, and it was $8 less than what I paid. Not good!",Slide sandals were too small.,0,1,0,0,0,0,0,0
9442,,"Also, MSR price was on a printed tag in the shoebox, and it was $8 less than what I paid.",0,0,0,0,0,1,0,0
9443,,Not good ,0,0,0,0,0,0,0,1
9444,"Ordered some of these for my husband last year and theyve cheapened up on the fabric. Pricey for thin mesh, not the thicker tech fabric they used to be. Still, it does the job and keeps him cool for hot summer runs.",Ordered some of these for my husband last year and theyve cheapened up on the fabric.,0,0,1,0,0,0,0,0
9445,,"Pricey for thin mesh, not the thicker tech fabric they used to be.",0,0,1,0,0,1,0,0
9446,,"Still, it does the job and keeps him cool for hot summer runs.",0,0,0,0,0,0,0,1
9447,"Way too small... I ALWAYS wear a medium bottoms with any brand including Nike, except these feel like and xs",Way too small...,0,1,0,0,0,0,0,0
9448,,"I ALWAYS wear a medium bottoms with any brand including Nike, except these feel like and xs",0,1,0,0,0,0,0,0
9449,GOOD!GOOD!GOOD!,GOOD GOOD GOOD ,0,0,0,0,0,0,0,1
9450,Granddaughter loved it!,Granddaughter loved it ,0,0,0,0,0,0,0,1
9451,I like these alot. Fit well and wash well.,I like these alot.,0,0,0,0,0,0,0,1
9452,,Fit well and wash well.,1,0,0,0,1,0,0,0
9453,Color was a bright purple when I got it. I thought I would get more of a misty gray/purple color.,Color was a bright purple when I got it.,0,0,0,0,0,0,1,0
9454,,I thought I would get more of a misty gray purple color.,0,0,0,0,0,0,1,0
9455,"These are very comfortable. The size was just a little big but overall fit great. Would have gunmen more starts if the material wasnt so thin. It shows everything, and I mean everything.",These are very comfortable.,0,0,0,1,0,0,0,0
9456,,The size was just a little big but overall fit great.,1,1,0,0,0,0,0,0
9457,,Would have gunmen more starts if the material wasnt so thin.,0,0,1,0,0,0,0,0
9458,,"It shows everything, and I mean everything.",0,0,1,0,0,0,0,0
9459,I bought these for my daughter and she loves them. Had to buy two more pairs for her because she wears them ALL the time. Very comfortable!,I bought these for my daughter and she loves them.,0,0,0,0,0,0,0,1
9460,,Had to buy two more pairs for her because she wears them ALL the time.,0,0,0,0,0,0,0,1
9461,,Very comfortable ,0,0,0,1,0,0,0,0
9462,Nice for the money and fits well,Nice for the money and fits well,1,0,0,0,0,1,0,0
9463,Gorgeous shoe ????,Gorgeous shoe    ,0,0,0,0,0,0,0,1
9464,Fits perfect and looks good.,Fits perfect and looks good.,1,0,0,0,0,0,0,0
9465,"Great legging to wear out, with boots etc. These are not good for the gym IMO, and they attract lint. Still cute piece of outfit. I love the high waist.","Great legging to wear out, with boots etc.",0,0,0,0,0,0,0,1
9466,,"These are not good for the gym IMO, and they attract lint.",0,0,1,0,0,0,0,0
9467,,Still cute piece of outfit.,0,0,0,0,0,0,0,1
9468,,I love the high waist.,0,0,0,0,0,0,0,1
9469,"Fits ok, but wow is it ever thin. Good summer shirt not for winter.","Fits ok, but wow is it ever thin.",1,0,1,0,0,0,0,0
9470,,Good summer shirt not for winter.,0,0,0,0,0,0,0,1
9471,"They added a tag along the lower hem that loudly scratches against anything it touches. Very annoying for a ""tagless"" shirt.

It takes some effort to carefully cut out the tag without damaging the shirt.",They added a tag along the lower hem that loudly scratches against anything it touches.,0,0,0,0,0,0,0,1
9472,,Very annoying for a  tagless  shirt.,0,0,0,0,0,0,0,1
9473,,It takes some effort to carefully cut out the tag without damaging the shirt.,0,0,0,0,0,0,0,1
9474,I love these! Not only are they thick enough but they wash and dry well (I have only washed and dried them once). I think they are pretty true to size. I am a 12-14 in jeans and pants and I bought a large.,I love these ,0,0,0,0,0,0,0,1
9475,,Not only are they thick enough but they wash and dry well  I have only washed and dried them once .,0,0,1,0,1,0,0,0
9476,,I think they are pretty true to size.,0,1,0,0,0,0,0,0
9477,,I am a 12 14 in jeans and pants and I bought a large.,0,1,0,0,0,0,0,0
9478,Slightly see through when bending straight over in bottom with light underwear on under black pants. Great feel and quality. So comfy!,Slightly see through when bending straight over in bottom with light underwear on under black pants.,0,0,1,0,0,0,0,0
9479,,Great feel and quality.,0,0,0,1,1,0,0,0
9480,,So comfy ,0,0,0,1,0,0,0,0
9481,Everything went smoothly with order and receipt of item. No issues. Item performs as expected.,Everything went smoothly with order and receipt of item.,0,0,0,0,0,0,0,1
9482,,No issues.,0,0,0,0,0,0,0,1
9483,,Item performs as expected.,0,0,0,0,0,0,0,1
9484,Love the look!!! Tad bit tight.,Love the look   ,0,0,0,0,0,0,0,1
9485,,Tad bit tight.,1,0,0,0,0,0,0,0
9486,"These are really nice quality sandals with good grip and feel nice after long usage, my only complaint is the top strap to the end of the sandal is a bit long so it has excess space to the edge","These are really nice quality sandals with good grip and feel nice after long usage, my only complaint is the top strap to the end of the sandal is a bit long so it has excess space to the edge",1,0,0,1,1,0,0,0
9487,These pants are the very best! IÃ¢â‚¬â„¢d buy dozens if I were rich! I wear these to bed and also when I fish or hunt as my under layer. Five stars & highly recommend!,These pants are the very best ,0,0,0,0,0,0,0,1
9488,,I   d buy dozens if I were rich ,0,0,0,0,0,0,0,1
9489,,I wear these to bed and also when I fish or hunt as my under layer.,0,0,0,0,0,0,0,1
9490,,Five stars   highly recommend ,0,0,0,0,0,0,0,1
9491,Toit like a tiger,Toit like a tiger,0,0,0,0,0,0,0,1
9492,"First pair of legging ever tried on that is long enough!! I am 5""9 and curvy. These fit like a glove, not transparent in the back area (even if we wear long shirts, no one wants that) I recommend those leggings, to all my tall sisters who are not considered ""skinny"". They feel like jammies, thick enough to go run outdoors or just yoga sessions??",First pair of legging ever tried on that is long enough  ,1,0,0,0,0,0,0,0
9493,,I am 5 9 and curvy.,0,0,0,0,0,0,0,1
9494,,"These fit like a glove, not transparent in the back area  even if we wear long shirts, no one wants that  I recommend those leggings, to all my tall sisters who are not considered  skinny .",1,0,1,0,0,0,0,0
9495,,"They feel like jammies, thick enough to go run outdoors or just yoga sessions ",0,0,1,0,0,0,0,0
9496,Great as expected!!,Great as expected ,0,0,0,0,0,0,0,1
9497,Slightly large. Excellent hoodie,Slightly large.,0,1,0,0,0,0,0,0
9498,,Excellent hoodie,0,0,0,0,0,0,0,1
9499,Product is significantly smaller than the other two pair I own that are also (L).,Product is significantly smaller than the other two pair I own that are also  L .,0,1,0,0,0,0,0,0
9500,excelente 100 % garantizado,excelente 100   garantizado,0,0,0,0,0,0,0,1
9501,"I have some old Russell cotton t-shirts that are probably thicker than these after years of washing. However, they are comfortable and not bad for the money. Well see how well they hold up.",I have some old Russell cotton t shirts that are probably thicker than these after years of washing.,0,0,1,0,0,0,0,0
9502,,"However, they are comfortable and not bad for the money.",0,0,0,1,0,1,0,0
9503,,Well see how well they hold up.,0,0,0,0,0,0,0,1
9504,Consistent good products by Nike,Consistent good products by Nike,0,0,0,0,0,0,0,1
9505,It was a gift. It fits.,It was a gift.,0,0,0,0,0,0,0,1
9506,,It fits.,1,0,0,0,0,0,0,0
9507,"Perfect my nephew loves them. Great color, perfect fit.",Perfect my nephew loves them.,0,0,0,0,0,0,0,1
9508,,"Great color, perfect fit.",1,0,0,0,0,0,1,0
9509,very good item Thanks,very good item Thanks,0,0,0,0,0,0,0,1
9510,"I initially ordered a couple of these Nike long sleeve shirts in a couple of colors to check out the quality of the material and the workmanship. Some people had posted that the shirts were too sheer and too light for their use. All I can say is that these shirts are my new faves for working out and for wearing under quarter zip pullover shirts. I think I have ordered a total of six or seven of these shirts in various colors and I was actually contemplating ordering a few more when amazon sent an email message asking me to post a review on these shirts. The shirts are generously sized. The material is high quality and is very comfortable next to my skin, unlike some of my other long sleeve work out shirts. The workmanship is excellent. They come in a wide variety of colors. And, they are only +/- $25.00 each. Believe me, you will not be disappointed. These shirts are a great value. Enjoy... and just do it !!",I initially ordered a couple of these Nike long sleeve shirts in a couple of colors to check out the quality of the material and the workmanship.,0,0,1,0,1,0,1,0
9511,,Some people had posted that the shirts were too sheer and too light for their use.,0,0,0,0,0,0,0,1
9512,,All I can say is that these shirts are my new faves for working out and for wearing under quarter zip pullover shirts.,0,0,0,0,0,0,0,1
9513,,I think I have ordered a total of six or seven of these shirts in various colors and I was actually contemplating ordering a few more when amazon sent an email message asking me to post a review on these shirts.,0,0,0,0,0,0,1,0
9514,,The shirts are generously sized.,0,1,0,0,0,0,0,0
9515,,"The material is high quality and is very comfortable next to my skin, unlike some of my other long sleeve work out shirts.",0,0,1,1,1,0,0,0
9516,,The workmanship is excellent.,0,0,0,0,0,0,0,1
9517,,They come in a wide variety of colors.,0,0,0,0,0,0,1,0
9518,,"And, they are only     $25.00 each.",0,0,0,0,0,1,0,0
9519,,"Believe me, you will not be disappointed.",0,0,0,0,0,0,0,1
9520,,These shirts are a great value.,0,0,0,0,0,0,0,1
9521,,Enjoy... and just do it  ,0,0,0,0,0,0,0,1
9522,Softest crop pants I have ever found.,Softest crop pants I have ever found.,0,0,0,1,0,0,0,0
9523,The pants were fine. But the clear plastic bag the pants came in had chewed gum stuck on it. Still smelled minty. Gross.,The pants were fine.,0,0,0,0,0,0,0,1
9524,,But the clear plastic bag the pants came in had chewed gum stuck on it.,0,0,0,0,0,0,0,1
9525,,Still smelled minty.,0,0,0,0,0,0,0,1
9526,,Gross.,0,0,0,0,0,0,0,1
9527,"I ordered three of these for my husband. At first, he was very happy with them. But after one washing, one of the arms started to unravel.",I ordered three of these for my husband.,0,0,0,0,0,0,0,1
9528,,"At first, he was very happy with them.",0,0,0,0,0,0,0,1
9529,,"But after one washing, one of the arms started to unravel.",0,0,0,0,1,0,0,0
9531,"Wore to pilates class and the teacher said they were awesome pants. However they are a bit small, Im a 12-14 and should perhaps have gotten an XL. The color is great - a kind of mottled cafÃƒÂ© con lecher. However, they need a big of tugging after some moves on the mat.",Wore to pilates class and the teacher said they were awesome pants.,0,0,0,0,0,0,0,1
9532,,"However they are a bit small, Im a 12 14 and should perhaps have gotten an XL.",0,1,0,0,0,0,0,0
9533,,The color is great   a kind of mottled caf   con lecher.,0,0,0,0,0,0,1,0
9534,,"However, they need a big of tugging after some moves on the mat.",0,0,0,0,0,0,0,1
9535,"Hubby is 64 195-205 lbs
He loves the slim fit and the length",Hubby is 64 195 205 lbs He loves the slim fit and the length,1,0,0,0,0,0,0,0
9536,Product was perfect!,Product was perfect ,0,0,0,0,0,0,0,1
9537,"These are great sweatpants! Like another reviewer said, these are nice enough to wear out and about. I am 56"", 120 lbs. with a smallish waist and muscular thighs and the medium fits just loose enough that that are comfortable all day long. I also purchased the open leg style and that were nice, just not as nice. Much looser in the waist. They wash and dry up beautifully! I do wish they came in navy and brown, black gets old.",These are great sweatpants ,0,0,0,0,0,0,0,1
9538,,"Like another reviewer said, these are nice enough to wear out and about.",0,0,0,0,0,0,0,1
9539,,"I am 56 , 120 lbs.",0,0,0,0,0,0,0,1
9540,,with a smallish waist and muscular thighs and the medium fits just loose enough that that are comfortable all day long.,1,1,0,1,0,0,0,0
9541,,"I also purchased the open leg style and that were nice, just not as nice.",0,0,0,0,0,0,0,1
9542,,Much looser in the waist.,1,0,0,0,0,0,0,0
9543,,They wash and dry up beautifully ,0,0,0,0,1,0,0,0
9544,,"I do wish they came in navy and brown, black gets old.",0,0,0,0,0,0,1,0
9545,"I love this sunglass it helps me in daily 3 hours driving , I am using it as my travelling sunglass in saudi Arabia","I love this sunglass it helps me in daily 3 hours driving , I am using it as my travelling sunglass in saudi Arabia",0,0,0,0,0,0,0,1
9546,"Work well, good price.","Work well, good price.",0,0,0,0,0,1,0,0
9547,"I got these pants as a gift for this past Christmas (I had picked them out), and I loved them. They fit extremely well and were so comfortable! The only bad thing was that I recently lost them :(. But I loved them so much I just have to order the same exact pair!","I got these pants as a gift for this past Christmas  I had picked them out , and I loved them.",0,0,0,0,0,0,0,1
9548,,They fit extremely well and were so comfortable ,1,0,0,1,0,0,0,0
9549,,The only bad thing was that I recently lost them   .,0,0,0,0,0,0,0,1
9550,,But I loved them so much I just have to order the same exact pair ,0,0,0,0,0,0,0,1
9551,I didnÃ¢â‚¬â„¢t receive my pants and I paid for the whole sweatsuit .,I didn   t receive my pants and I paid for the whole sweatsuit .,0,0,0,0,0,0,0,1
9552,Fit is for womens size not for men,Fit is for womens size not for men,1,1,0,0,0,0,0,0
9553,great backpack. Lots of room and easy to access stuff.,great backpack.,0,0,0,0,0,0,0,1
9554,,Lots of room and easy to access stuff.,0,0,0,0,0,0,0,1
9555,thanks,thanks,0,0,0,0,0,0,0,1
9556,A tad too long Im a 32x32 but over all pleased,A tad too long Im a 32x32 but over all pleased,0,0,0,0,0,0,0,1
9557,Worth it!,Worth it ,0,0,0,0,0,0,0,1
9558,"These are the best fitting and most comfortable pair of sweat pants I have ever owned, use them for sleeping, working, put on sandals and nice t-shirt and wear them to church too! Nicest sports wear pants Ever! Clean up great, always wash up like new, I am wearing them right now! Seemed a little pricey but once you put them on you will buy another pair just in case they quit making them!","These are the best fitting and most comfortable pair of sweat pants I have ever owned, use them for sleeping, working, put on sandals and nice t shirt and wear them to church too ",1,0,0,1,0,0,0,0
9559,,Nicest sports wear pants Ever ,0,0,0,0,0,0,0,1
9560,,"Clean up great, always wash up like new, I am wearing them right now ",0,0,0,0,1,0,0,0
9561,,Seemed a little pricey but once you put them on you will buy another pair just in case they quit making them ,0,0,0,0,0,1,0,0
9562,Love this! It fits great and looks great on!,Love this ,0,0,0,0,0,0,0,1
9563,,It fits great and looks great on ,1,0,0,0,0,0,0,0
9564,Another great product,Another great product,0,0,0,0,0,0,0,1
9565,I recieved these in the mail yesterday and took them out for a spin. I can see what the hype is about! Nike delivered with great quality. The shorts are smooth and flow well with the body as you run. They also look great. Id recommend these shorts to anyone.,I recieved these in the mail yesterday and took them out for a spin.,0,0,0,0,0,0,0,1
9566,,I can see what the hype is about ,0,0,0,0,0,0,0,1
9567,,Nike delivered with great quality.,0,0,0,0,1,0,0,0
9568,,The shorts are smooth and flow well with the body as you run.,0,0,0,0,0,0,0,1
9569,,They also look great.,0,0,0,0,0,0,0,1
9570,,Id recommend these shorts to anyone.,0,0,0,0,0,0,0,1
9571,comfortable? I love it?,comfortable ,0,0,0,1,0,0,0,0
9572,,I love it ,0,0,0,0,0,0,0,1
9573,Love these leggings for working out. Receive a lot of compliments on them.,Love these leggings for working out.,0,0,0,0,0,0,0,1
9574,,Receive a lot of compliments on them.,0,0,0,0,0,0,0,1
9575,"looks great..
fits great,nice price
i would wood reconmend this shirt.
i like the texcher of this shirt and color","looks great.. fits great,nice price i would wood reconmend this shirt.",1,0,0,0,0,1,0,0
9576,,i like the texcher of this shirt and color,0,0,1,0,0,0,1,0
9577,Is Just that i want it,Is Just that i want it,0,0,0,0,0,0,0,1
9578,Excelente!,Excelente ,0,0,0,0,0,0,0,1
9579,"Bought for my wife she likes the way they look and feel, they are a little long, other then that everything was good.","Bought for my wife she likes the way they look and feel, they are a little long, other then that everything was good.",1,0,0,1,0,0,0,0
9580,Its good just remember that it is like a skin tight hoodie. I feel it is skin tight so remember.,Its good just remember that it is like a skin tight hoodie.,1,0,0,0,0,0,0,0
9581,,I feel it is skin tight so remember.,1,0,0,0,0,0,0,0
9582,"I am a size 34 A/AA and it fits really well. The bottom band is really tight and there is plenty of stretch for those who are bigger chested, so if your band size is 34, dont order a bigger or smaller size. However, when I put it on, I heard the sound of some threads snapping, even though I was careful in trying not to let that happen. I dont know if it will become a problem or not, but so far nothing has come apart. Anyways, it fits snug and is perfect for all kinds of workouts, including jogging (i dont know about long distance or long periods of time), weight lifting, cardio, aerobics, and even high-intensity workouts. It allows for freedom of movement without being too loose. Overall- a perfect bra for any and every type of exercise.",I am a size 34 A AA and it fits really well.,1,0,0,0,0,0,0,0
9583,,"The bottom band is really tight and there is plenty of stretch for those who are bigger chested, so if your band size is 34, dont order a bigger or smaller size.",1,1,0,0,0,0,0,0
9584,,"However, when I put it on, I heard the sound of some threads snapping, even though I was careful in trying not to let that happen.",0,0,0,0,1,0,0,0
9585,,"I dont know if it will become a problem or not, but so far nothing has come apart.",0,0,0,0,0,0,0,1
9586,,"Anyways, it fits snug and is perfect for all kinds of workouts, including jogging  i dont know about long distance or long periods of time , weight lifting, cardio, aerobics, and even high intensity workouts.",1,0,0,0,0,0,0,0
9587,,It allows for freedom of movement without being too loose.,0,0,0,0,0,0,0,1
9588,,Overall  a perfect bra for any and every type of exercise.,0,0,0,0,0,0,0,1
9589,Excellent,Excellent,0,0,0,0,0,0,0,1
9590,My kids love the shorts.,My kids love the shorts.,0,0,0,0,0,0,0,1
9591,I got the blacks in medium - they are 100% cotton and quite comfortable and the fit is as expected. Excellent for the price - I plan on ordering more in other colors.,I got the blacks in medium   they are 100  cotton and quite comfortable and the fit is as expected.,1,1,1,1,0,0,0,0
9592,,Excellent for the price   I plan on ordering more in other colors.,0,0,0,0,0,1,1,0
9593,"I am size 0-2, 24"" waist and ordered xsmall. Theyre so comfortable and hold everything in place. No jiggle. ?? I bought more after getting my first pair.","I am size 0 2, 24  waist and ordered xsmall.",0,1,0,0,0,0,0,0
9594,,Theyre so comfortable and hold everything in place.,0,0,0,1,0,0,0,0
9595,,No jiggle.,0,0,0,0,0,0,0,1
9596,,I bought more after getting my first pair.,0,0,0,0,0,0,0,1
9597,great BUT does not have pocket in back for wallet.,great BUT does not have pocket in back for wallet.,0,0,0,0,0,0,0,1
9598,"These are THE BEST Amazon leggings IÃ¢â‚¬â„¢ve ever came across and purchased. The high waisted band fits the waist perfectly and keeps my tummy feeling sleek and the way the legging itself is sewn makes you look so good overall. I bought a maroon pair first then came back and bought their new olive color. IÃ¢â‚¬â„¢ll probably buy more in the future too, but just waiting a little to space out my orders... absolutely love!!

- SQUAT PROOF!!!!
- DOES NOT SHOW YOUR UNDIES
- SLEEK AND COMFY",These are THE BEST Amazon leggings I   ve ever came across and purchased.,0,0,0,0,0,0,0,1
9599,,The high waisted band fits the waist perfectly and keeps my tummy feeling sleek and the way the legging itself is sewn makes you look so good overall.,1,0,0,0,0,0,0,0
9600,,I bought a maroon pair first then came back and bought their new olive color.,0,0,0,0,0,0,1,0
9601,,"I   ll probably buy more in the future too, but just waiting a little to space out my orders... absolutely love  ",0,0,0,0,0,0,0,1
9602,,  SQUAT PROOF    ,0,0,0,0,1,0,0,0
9603,,  DOES NOT SHOW YOUR UNDIES   SLEEK AND COMFY,0,0,1,1,0,0,0,0
9604,This shirt runs small compared to most medium shirts which I always wear in Nike included,This shirt runs small compared to most medium shirts which I always wear in Nike included,0,1,0,0,0,0,0,0
9605,Super comfy!,Super comfy ,0,0,0,1,0,0,0,0
9606,Super,Super,0,0,0,0,0,0,0,1
9607,I love these things. As soon as I tried on my first I bought two more.,I love these things.,0,0,0,0,0,0,0,1
9608,,As soon as I tried on my first I bought two more.,0,0,0,0,0,0,0,1
9609,Worked great but neckline was a bit tight. Will try the crew neck,Worked great but neckline was a bit tight.,1,0,0,0,0,0,0,0
9610,,Will try the crew neck,0,0,0,0,0,0,0,1
9611,Light and Comfortable,Light and Comfortable,0,0,0,1,0,0,0,0
9612,"These teet-shirts fit the way I wanted them to, for the size I thought. I have no problem ordering the way I had , thank you.","These teet shirts fit the way I wanted them to, for the size I thought.",0,1,0,0,0,0,0,0
9613,,"I have no problem ordering the way I had , thank you.",0,0,0,0,0,0,0,1
9614,"The fabric is very nice. Ive bought other Dri-Fit Touch clothing that has a similar feel. I try to air dry them instead of putting them in the dryer in order to keep the fabric nice. Fortunately Dri-Fit dries very fast. As for warmth, these wont be the warmest sweatpants you can buy. I think they are ideal to wear in 5-15Ã‚Â°C weather. You could wear them in slightly colder weather if youve being active.",The fabric is very nice.,0,0,1,0,0,0,0,0
9615,,Ive bought other Dri Fit Touch clothing that has a similar feel.,0,0,1,0,0,0,0,0
9616,,I try to air dry them instead of putting them in the dryer in order to keep the fabric nice.,0,0,1,0,0,0,0,0
9617,,Fortunately Dri Fit dries very fast.,0,0,1,0,0,0,0,0
9618,,"As for warmth, these wont be the warmest sweatpants you can buy.",0,0,0,0,0,0,0,1
9619,,I think they are ideal to wear in 5 15  C weather.,0,0,0,0,0,0,0,1
9620,,You could wear them in slightly colder weather if youve being active.,0,0,0,0,0,0,0,1
9621,Fit and quality were as expected.,Fit and quality were as expected.,1,0,0,0,1,0,0,0
9622,"Nice socks, but way too tight for an XL sock, and shorter than appear in add. wish Id saved my money.","Nice socks, but way too tight for an XL sock, and shorter than appear in add.",1,1,0,0,0,0,0,0
9623,,wish Id saved my money.,0,0,0,0,0,0,0,1
9624,"Bought this for my husband as a gift. It keeps him warm on a windy day with the fleece inside. It is thin, but dont let it fool you. He has long arms and torso, but fit perfectly (size large). The front has divided pockets to keep hands warm. He uses it out on the golf course as well as with casual wear, and it looks great. Would recommend as a good all around pullover.",Bought this for my husband as a gift.,0,0,0,0,0,0,0,1
9625,,It keeps him warm on a windy day with the fleece inside.,0,0,0,0,0,0,0,1
9626,,"It is thin, but dont let it fool you.",0,0,1,0,0,0,0,0
9627,,"He has long arms and torso, but fit perfectly  size large .",1,1,0,0,0,0,0,0
9628,,The front has divided pockets to keep hands warm.,0,0,0,0,0,0,0,1
9629,,"He uses it out on the golf course as well as with casual wear, and it looks great.",0,0,0,0,0,0,0,1
9630,,Would recommend as a good all around pullover.,0,0,0,0,0,0,0,1
9631,My son-in-law loved the shirt. Fit good.,My son in law loved the shirt.,0,0,0,0,0,0,0,1
9632,,Fit good.,1,0,0,0,0,0,0,0
9633,"LOVE, LOVE, LOVE these!! Perfect for the hellish heat of South Carolina in the summer.","LOVE, LOVE, LOVE these  ",0,0,0,0,0,0,0,1
9634,,Perfect for the hellish heat of South Carolina in the summer.,0,0,0,0,0,0,0,1
9635,"Nice sweatshirt, and has held up so far to a very rough 15 year old boy. I think the fit runs a little more fitted than regular sweatshirts, but its nice because you dont get that weird zipper bulge in the front.","Nice sweatshirt, and has held up so far to a very rough 15 year old boy.",0,0,0,0,0,0,0,1
9636,,"I think the fit runs a little more fitted than regular sweatshirts, but its nice because you dont get that weird zipper bulge in the front.",1,0,0,0,0,0,0,0
9637,"Overall I like these leggings. They are not see through at all, but if you sweat a lot (like I do) it will show through in the most unflattering ways.",Overall I like these leggings.,0,0,0,0,0,0,0,1
9638,,"They are not see through at all, but if you sweat a lot  like I do  it will show through in the most unflattering ways.",0,0,1,0,0,0,0,0
9639,Perfect,Perfect,0,0,0,0,0,0,0,1
9640,Ordered size large and neither of my boys could of even get their calves through these particular tights. 59 180 pounds. For some reason this particular pair runs very very small.,Ordered size large and neither of my boys could of even get their calves through these particular tights.,1,1,0,0,0,0,0,0
9641,,59 180 pounds.,0,0,0,0,0,0,0,1
9642,,For some reason this particular pair runs very very small.,0,1,0,0,0,0,0,0
9643,Comfortable and the perfect,Comfortable and the perfect,0,0,0,1,0,0,0,0
9644,"My husbands favorite pants, can be worn casual or dressy. My favorite pants because they do not wrinkle!!! Fold and hang straight from the dryer!! Alleluia Thank the LORD","My husbands favorite pants, can be worn casual or dressy.",0,0,0,0,0,0,0,1
9645,,My favorite pants because they do not wrinkle   ,0,0,0,0,0,0,0,1
9646,,Fold and hang straight from the dryer  ,0,0,0,0,0,0,0,1
9647,,Alleluia Thank the LORD,0,0,0,0,0,0,0,1
9648,"Looks BEAUTIFUL but do not wear for over 1.5hrs if youre 40lbs overweight. I wore this for 6 hrs at work while standing and walking, it was a HUGE mistake. The size 6 was narrow around my toes and started to give me blisters on my big toes. There is hardly any cushioning in the heel area so i developed the worst heel pain in my life.

This shoe should ONLY be worn for Sprinting/running/jogging for short durations. This is not a good shoe to walk since there is only cushioning in the ball of the feet.

*Kitties seem to really love the box :p",Looks BEAUTIFUL but do not wear for over 1.5hrs if youre 40lbs overweight.,0,0,0,0,0,0,0,1
9649,,"I wore this for 6 hrs at work while standing and walking, it was a HUGE mistake.",0,0,0,0,0,0,0,1
9650,,The size 6 was narrow around my toes and started to give me blisters on my big toes.,1,1,0,0,0,0,0,0
9651,,There is hardly any cushioning in the heel area so i developed the worst heel pain in my life.,0,0,1,1,0,0,0,0
9652,,This shoe should ONLY be worn for Sprinting running jogging for short durations.,0,0,0,0,0,0,0,1
9653,,This is not a good shoe to walk since there is only cushioning in the ball of the feet.,0,0,1,0,0,0,0,0
9654,, Kitties seem to really love the box  p,0,0,0,0,0,0,0,1
9656,Perfect,Perfect,0,0,0,0,0,0,0,1
9657,"I bought this online and was afraid it might not be the right size. When it arrived, it fit as it should. Nike on amazon is legit. I where these all the time and they get the job done and I look good while doing it.",I bought this online and was afraid it might not be the right size.,0,1,0,0,0,0,0,0
9658,,"When it arrived, it fit as it should.",1,0,0,0,0,0,0,0
9659,,Nike on amazon is legit.,0,0,0,0,0,0,0,1
9660,,I where these all the time and they get the job done and I look good while doing it.,0,0,0,0,0,0,0,1
9661,Style and fit - perfect!,Style and fit   perfect ,1,0,0,0,0,0,0,0
9662,Great work!,Great work ,0,0,0,0,0,0,0,1
9663,As Described- Great Buy for me- Fits Perfectlu,As Described  Great Buy for me  Fits Perfectlu,1,0,0,0,0,0,0,0
9664,Poor performance against rain.,Poor performance against rain.,0,0,0,0,0,0,0,1
9665,Must line dry! Will shrink in the dryer!,Must line dry ,0,0,0,0,0,0,0,1
9666,,Will shrink in the dryer ,0,0,1,0,1,0,0,0
9667,"Seriously, I always go back to these, they always fit perfect, last forever without a string out of line after years and years of wear, and stretch to fit my ever-changing body! Theyre sick enough to keep you warm in the winter and send enough to not overheat you in the summer, I dont know how they do it!","Seriously, I always go back to these, they always fit perfect, last forever without a string out of line after years and years of wear, and stretch to fit my ever changing body ",1,0,1,0,1,0,0,0
9668,,"Theyre sick enough to keep you warm in the winter and send enough to not overheat you in the summer, I dont know how they do it ",0,0,0,0,0,0,0,1
9669,Very comfortable shoe and looks great,Very comfortable shoe and looks great,0,0,0,1,0,0,0,0
9670,"IÃ¢â‚¬â„¢m short but wide, the XL was the correct size for me","I   m short but wide, the XL was the correct size for me",0,1,0,0,0,0,0,0
9671,It was a little to big but far as product it is nice,It was a little to big but far as product it is nice,1,0,0,0,0,0,0,0
9672,My son loved it. I got it for him for school. He said it is perfect!,My son loved it.,0,0,0,0,0,0,0,1
9673,,I got it for him for school.,0,0,0,0,0,0,0,1
9674,,He said it is perfect ,0,0,0,0,0,0,0,1
9675,Too big for my head,Too big for my head,0,0,0,0,0,0,0,1
9676,"Probably the most comfortable pair of shorts I now own. Great fit and look good. Very pleased with this purchase, highly recommended",Probably the most comfortable pair of shorts I now own.,0,0,0,1,0,0,0,0
9677,,Great fit and look good.,1,0,0,0,0,0,0,0
9678,,"Very pleased with this purchase, highly recommended",0,0,0,0,0,0,0,1
9679,little bit small. but works fine,little bit small.,0,1,0,0,0,0,0,0
9680,,but works fine,0,0,0,0,0,0,0,1
9681,Love it great quality as well,Love it great quality as well,0,0,0,0,1,0,0,0
